protein	accession	evalue	score
Brothers_S012_maxbin2_050_S012_NODE_68778_length_1972_cov_3.845528_2	TIGR04488	2e-41	150.5
Brothers_S012_maxbin2_018_S012_NODE_9542_length_6454_cov_2.677730_9	TIGR04488	2e-41	150.5
Brothers_S146_maxbin2_168_VB_S146_NODE_122977_length_1882_cov_1.976638_3	TIGR04488	2.2e-41	150.4
ELSC_M2_metabat2_093_VB_M2_NODE_4682_length_14944_cov_19.025241_4	TIGR04488	2.2e-41	150.3
MAR_356-284_metabat2_069_356-284_scaffold_2163_c1_6	TIGR04488	2.2e-41	150.3
Brothers_S146_metabat2_230_S146_NODE_583_length_22565_cov_2.704519_12	TIGR04488	2.3e-41	150.3
MAR_354-166_metabat2_030_354-166_scaffold_1168_c1_23	TIGR04488	2.5e-41	150.2
MAR_354-166_metabat1_085_354-166_scaffold_7440_c1_4	TIGR04488	2.7e-41	150.1
MAR_355-202_metabat2_023_355-202_scaffold_4650_c1_3	TIGR04488	3.2999999999999997e-41	149.8
MAR_354-166_maxbin2_107_354-166_scaffold_2557_c1_16	TIGR04488	3.5e-41	149.7
ELSC_M17_metabat1_116_M17_NODE_5512_length_12005_cov_2.144469_6	TIGR04488	3.6999999999999997e-41	149.6
MAR_354-166_metabat2_031_354-166_scaffold_5861_c1_10	TIGR04488	4e-41	149.5
Brothers_S009_metabat2_028_S009_NODE_6_length_34266_cov_69.916928_10	TIGR04488	4e-41	149.5
ELSC_T2_maxbin2_508_T2_NODE_371_length_50796_cov_28.912076_53	TIGR04488	4.799999999999999e-41	149.2
ELSC_128-326_metabat2_009_128-326_scaffold_2568_c1_2	TIGR04488	5e-41	149.2
Cayman_Shallow_HVA-1148_6_8	TIGR04488	6e-41	148.9
ELSC_M17_metabat2_080_M17_NODE_118_length_70445_cov_6.560923_14	TIGR04488	6.8e-41	148.8
MAR_356-308_metabat1_048_356-308_scaffold_77_c2_51	TIGR04488	6.8e-41	148.8
MAR_354-166_metabat1_127_354-166_scaffold_30_c1_126	TIGR04488	7.399999999999999e-41	148.6
Brothers_S142_metabat2_012_S142_NODE_1043_length_11132_cov_42.283507_9	TIGR04488	7.8e-41	148.6
Brothers_S010_maxbin2_054_S010_NODE_9027_length_4857_cov_17.557505_2	TIGR04488	8.099999999999999e-41	148.5
Brothers_S147_metabat2_031_S147_NODE_804_length_11041_cov_58.716144_5	TIGR04488	8.099999999999999e-41	148.5
Brothers_S139_metabat1_093_S139_NODE_22395_length_5502_cov_2.449116_6	TIGR04488	8.299999999999999e-41	148.5
Brothers_S145_metabat2_032_S145_NODE_3381_length_9282_cov_2.926051_10	TIGR04488	8.8e-41	148.4
ELSC_T2_metabat2_199_T2_NODE_1409_length_26067_cov_2.368890_20	TIGR04488	8.8e-41	148.4
Brothers_S139_metabat2_159_S139_NODE_84530_length_2403_cov_1.832601_3	TIGR04488	8.7e-41	148.4
ELSC_134-614_metabat2_136_134-614_scaffold_646_c1_11	TIGR04488	8.7e-41	148.4
EPR_4281-140_metabat1_004_4281-140_scaffold_3262_c1_5	TIGR04488	1.1e-40	148.1
MAR_354-166_metabat2_097_354-166_scaffold_2_c1_112	TIGR04488	1.3e-40	147.8
ELSC_M2_metabat1_006_M2_NODE_11226_length_9229_cov_2.566579_6	TIGR04488	1.3e-40	147.8
ELSC_T10_maxbin2_150_T10_NODE_124005_length_1372_cov_2.436948_2	TIGR04488	1.4e-40	147.8
ELSC_131-447_metabat1_049_131-447_scaffold_816_c1_25	TIGR04488	1.4999999999999999e-40	147.6
Brothers_S143_metabat2_111_S143_NODE_61317_length_2442_cov_1.814687_2	TIGR04488	1.6e-40	147.6
ELSC_M2_maxbin2_250_VB_M2_NODE_41110_length_4274_cov_5.509043_4	TIGR04488	1.7e-40	147.5
ELSC_T2_metabat1_275_T2_NODE_165400_length_2137_cov_1.908955_3	TIGR04488	1.7e-40	147.5
ELSC_M2_metabat2_320_M2_NODE_1639_length_25856_cov_104.886937_12	TIGR04488	1.8e-40	147.4
ELSC_M1_metabat2_070_M1_NODE_96_length_61443_cov_57.013161_12	TIGR04488	1.8e-40	147.4
ELSC_131-447_maxbin2_066_131-447_scaffold_295_c1_12	TIGR04488	1.8e-40	147.4
ELSC_M17_maxbin2_074_M17_NODE_55384_length_2862_cov_2.968556_3	TIGR04488	2.1e-40	147.2
ELSC_T2_metabat1_003_T2_NODE_68874_length_3512_cov_1.850222_4	TIGR04488	2.1e-40	147.2
ELSC_V2_maxbin2_079_VB_V2_NODE_39751_length_1705_cov_1.557034_1	TIGR04488	2.8e-40	146.7
Cayman_Shallow_HVA-1141_335_20	TIGR04488	2.9e-40	146.7
Lau_Basin_Kilo_Moana_HVA-1204_59_7	TIGR04488	2.9e-40	146.7
Brothers_S146_metabat2_158_VB_S146_NODE_1653_length_15143_cov_2.137786_12	TIGR04488	4.1e-40	146.2
Brothers_S012_metabat1_009_S012_NODE_26708_length_3529_cov_6.635215_4	TIGR04488	4.7e-40	146.0
ELSC_131-447_metabat2_030_131-447_scaffold_2929_c1_6	TIGR04488	4.8e-40	146.0
Brothers_S016_metabat2_121_S016_NODE_63005_length_2305_cov_1.463728_3	TIGR04488	4.8e-40	146.0
MAR_356-284_maxbin2_156_356-284_scaffold_8866_c1_5	TIGR04488	5.4e-40	145.8
Brothers_S012_maxbin2_007_S012_NODE_79869_length_1790_cov_1.258569_1	TIGR04488	6.1e-40	145.7
Brothers_S141_metabat2_163_S141_NODE_9756_length_7941_cov_2.689916_5	TIGR04488	6.7e-40	145.5
Guaymas_Basin_HVA-1077_281_12	TIGR04488	7.5e-40	145.4
MAR_354-166_metabat2_115_354-166_scaffold_18366_c1_6	TIGR04488	7.5e-40	145.4
ELSC_T2_metabat1_286_T2_NODE_6213_length_12136_cov_2.199850_4	TIGR04488	9e-40	145.1
ELSC_M1_metabat1_016_M1_NODE_160_length_45590_cov_18.110046_6	TIGR04488	9.3e-40	145.1
ELSC_M2_metabat1_067_M2_NODE_1539_length_26617_cov_11.329445_8	TIGR04488	9.3e-40	145.1
ELSC_134-614_metabat2_042_134-614_scaffold_751_c1_17	TIGR04488	9.7e-40	145.0
ELSC_V2_maxbin2_032_VB_V2_NODE_14750_length_2748_cov_4.244182_4	TIGR04488	9.7e-40	145.0
MAR_356-284_metabat2_118_356-284_scaffold_17525_c1_2	TIGR04488	1.1e-39	144.9
Guaymas_Basin_HVA-1072_59_15	TIGR04488	1.6e-39	144.3
ELSC_T2_metabat1_076_T2_NODE_5527_length_12927_cov_2.631797_7	TIGR04488	1.7e-39	144.2
ELSC_132-544_metabat2_110_132-544_scaffold_4195_c1_6	TIGR04488	1.7e-39	144.2
MAR_354-166_metabat1_100_354-166_scaffold_10460_c1_2	TIGR04488	1.7e-39	144.2
ELSC_M2_metabat1_155_VB_M2_NODE_145520_length_1941_cov_2.431643_4	TIGR04488	1.7e-39	144.2
Brothers_S012_metabat2_187_S012_NODE_5500_length_8909_cov_16.734457_9	TIGR04488	1.8e-39	144.1
Brothers_S139_metabat2_027_S139_NODE_91689_length_2272_cov_4.548718_4	TIGR04488	1.8e-39	144.1
Brothers_S141_metabat2_233_S141_NODE_14637_length_6113_cov_2.017541_5	TIGR04488	1.8e-39	144.1
Cayman_Deep_HVA-1181_15_3	TIGR04488	3e-39	143.4
MAR_354-166_metabat2_098_354-166_scaffold_489_c1_14	TIGR04488	4.0000000000000004e-39	143.0
Brothers_S140_metabat1_021_S140_NODE_6705_length_7500_cov_5.421131_8	TIGR04488	4.1e-39	143.0
Brothers_S141_metabat1_068_S141_NODE_8520_length_8650_cov_9.152998_8	TIGR04488	4.1e-39	143.0
Brothers_S144_maxbin2_214_S144_NODE_43938_length_2828_cov_0.982599_4	TIGR04488	4.1e-39	143.0
Brothers_S146_metabat1_049_S146_NODE_2949_length_12036_cov_2.826182_8	TIGR04488	4.1e-39	143.0
ELSC_134-614_metabat1_049_134-614_scaffold_42752_c1_2	TIGR04488	4.4e-39	142.9
MAR_354-166_metabat2_109_354-166_scaffold_527_c1_3	TIGR04488	4.6e-39	142.8
ELSC_131-447_metabat2_022_131-447_scaffold_2131_c1_5	TIGR04488	4.7999999999999997e-39	142.7
ELSC_M2_metabat2_187_M2_NODE_19965_length_6578_cov_10.923733_4	TIGR04488	4.7999999999999997e-39	142.7
Guaymas_Basin_HVA-1079_97_4	TIGR04488	4.9e-39	142.7
Brothers_S144_maxbin2_209_VB_S144_NODE_39642_length_2998_cov_1.207941_5	TIGR04488	4.9e-39	142.7
Brothers_S013_metabat2_105_S013_NODE_2248_length_8168_cov_2.710359_5	TIGR04488	5.2e-39	142.6
Brothers_S144_metabat2_186_S144_NODE_6767_length_7379_cov_1.829288_6	TIGR04488	5.2e-39	142.6
ELSC_T2_metabat2_068_T2_NODE_118795_length_2594_cov_2.930685_3	TIGR04488	5.5999999999999996e-39	142.5
MAR_355-202_maxbin2_114_355-202_scaffold_62_c1_48	TIGR04488	5.7e-39	142.5
ELSC_T2_maxbin2_393_T2_NODE_41283_length_4606_cov_4.584059_2	TIGR04488	6.3e-39	142.4
MAR_354-166_metabat2_041_354-166_scaffold_17744_c1_5	TIGR04488	6.3e-39	142.4
Brothers_S011_maxbin2_001_S011_NODE_2999_length_5207_cov_567.908268_3	TIGR04488	6.4e-39	142.3
MAR_355-202_maxbin2_066_355-202_scaffold_815_c1_11	TIGR04488	6.6e-39	142.3
Brothers_S009_maxbin2_061_S009_NODE_39_length_18684_cov_28.334106_21	TIGR04488	6.4e-39	142.3
ELSC_131-447_metabat1_003_131-447_scaffold_4_c1_144	TIGR04488	7.4e-39	142.1
ELSC_M17_metabat2_180_M17_NODE_47557_length_3178_cov_2.221239_3	TIGR04488	8.2e-39	142.0
ELSC_M17_metabat2_216_M17_NODE_80_length_82467_cov_31.700583_29	TIGR04488	8.3e-39	142.0
Brothers_S141_metabat2_180_S141_NODE_5560_length_11311_cov_3.078416_14	TIGR04488	8.6e-39	141.9
Brothers_S141_metabat2_236_S141_NODE_23919_length_4399_cov_1.570693_1	TIGR04488	8.6e-39	141.9
Brothers_S140_maxbin2_006_S140_NODE_71880_length_2391_cov_2.451413_2	TIGR04488	8.6e-39	141.9
Brothers_S143_metabat2_244_S143_NODE_2560_length_13696_cov_82.330901_5	TIGR04488	8.6e-39	141.9
Brothers_S012_maxbin2_020_S012_NODE_19262_length_4286_cov_3.012743_4	TIGR04488	9e-39	141.9
Brothers_S139_maxbin2_007_S139_NODE_17913_length_6259_cov_1.110894_2	TIGR04488	9e-39	141.9
ELSC_M17_metabat1_110_M17_NODE_31462_length_4180_cov_2.694301_3	TIGR04488	8.6e-39	141.9
Brothers_S012_metabat2_169_S012_NODE_12308_length_5576_cov_2.077812_8	TIGR04488	9.399999999999999e-39	141.8
Brothers_S146_metabat2_117_S146_NODE_37605_length_3610_cov_1.807063_2	TIGR04488	9.7e-39	141.8
Brothers_S139_maxbin2_319_S139_NODE_60081_length_3012_cov_16.129636_3	TIGR04488	9.7e-39	141.8
ELSC_A3_metabat2_364_A3_NODE_170_length_44988_cov_8.664274_29	TIGR04488	9.3e-39	141.8
ELSC_T10_metabat2_157_T10_NODE_373_length_27125_cov_11.491703_20	TIGR04488	9.2e-39	141.8
ELSC_T2_maxbin2_349_T2_NODE_31002_length_5333_cov_2.811948_5	TIGR04488	9.2e-39	141.8
MAR_356-308_metabat2_087_356-308_scaffold_6303_c1_3	TIGR04488	1e-38	141.7
Brothers_S141_maxbin2_119_S141_NODE_39225_length_3110_cov_3.087831_3	TIGR04488	1e-38	141.7
Brothers_S144_metabat2_068_S144_NODE_22621_length_4050_cov_1.807290_3	TIGR04488	1e-38	141.7
ELSC_T10_metabat2_087_T10_NODE_34995_length_2832_cov_6.670240_1	TIGR04488	1.1e-38	141.6
Brothers_S145_metabat2_042_S145_NODE_3129_length_9648_cov_5.294717_9	TIGR04488	1.2e-38	141.5
ELSC_T2_metabat2_115_T2_NODE_37744_length_4824_cov_2.222270_2	TIGR04488	1.2e-38	141.5
Brothers_S144_metabat2_026_S144_NODE_4661_length_8762_cov_5.341865_5	TIGR04488	1.2e-38	141.5
Brothers_S140_metabat2_070_S140_NODE_16181_length_5101_cov_3.194612_2	TIGR04488	1.2e-38	141.5
Brothers_S141_metabat1_052_S141_NODE_3225_length_15600_cov_5.177600_5	TIGR04488	1.3e-38	141.3
Brothers_S140_maxbin2_048_S140_NODE_15317_length_5235_cov_3.305403_8	TIGR04488	1.3e-38	141.3
ELSC_T2_maxbin2_338_T2_NODE_1178_length_28821_cov_9.728306_16	TIGR04488	1.4e-38	141.2
Brothers_S142_metabat2_032_S142_NODE_3088_length_5721_cov_4.473364_4	TIGR04488	1.4e-38	141.2
Brothers_S145_metabat1_018_S145_NODE_3527_length_9054_cov_52.716814_9	TIGR04488	1.4e-38	141.2
Brothers_S013_maxbin2_056_S013_NODE_31280_length_2065_cov_1.503612_1	TIGR04488	1.4e-38	141.2
MAR_354-166_metabat2_095_354-166_scaffold_13839_c1_4	TIGR04488	1.6000000000000001e-38	141.1
Brothers_S142_metabat2_002_S142_NODE_4563_length_4422_cov_21.809779_4	TIGR04488	1.7e-38	141.0
MAR_356-308_metabat1_042_VB_356-308_scaffold_11203_c1_4	TIGR04488	1.7e-38	141.0
MAR_356-308_metabat1_084_356-308_scaffold_4060_c1_4	TIGR04488	1.7e-38	141.0
Brothers_S010_metabat2_084_S010_NODE_26359_length_2731_cov_1.996160_5	TIGR04488	1.7e-38	141.0
ELSC_A3_metabat2_043_A3_NODE_20304_length_5750_cov_1.460430_4	TIGR04488	1.6000000000000001e-38	141.0
ELSC_M2_metabat2_184_M2_NODE_13790_length_8163_cov_2.121578_8	TIGR04488	1.9000000000000002e-38	140.8
ELSC_A3_metabat2_065_A3_NODE_195443_length_1837_cov_2.470175_2	TIGR04488	1.9000000000000002e-38	140.8
Guaymas_Basin_HVA-1078_312_7	TIGR04488	2.1e-38	140.7
ELSC_131-447_metabat2_041_131-447_scaffold_11511_c1_3	TIGR04488	2.2e-38	140.6
ELSC_M1_metabat2_069_M1_NODE_28_length_106510_cov_338.778733_102	TIGR04488	2.2e-38	140.6
ELSC_M2_metabat2_298_M2_NODE_31255_length_5045_cov_307.725092_6	TIGR04488	2.2e-38	140.6
ELSC_128-326_metabat2_061_128-326_scaffold_8962_c1_4	TIGR04488	2.5e-38	140.5
MAR_354-166_metabat1_042_354-166_scaffold_3068_c1_14	TIGR04488	2.6e-38	140.4
Brothers_S012_metabat2_033_S012_NODE_2307_length_14797_cov_18.551329_5	TIGR04488	2.6e-38	140.4
Brothers_S141_metabat2_225_S141_NODE_238_length_61138_cov_95.667437_20	TIGR04488	2.6e-38	140.4
Brothers_S146_maxbin2_057_S146_NODE_177500_length_1520_cov_4.632448_2	TIGR04488	2.6e-38	140.4
Brothers_S012_maxbin2_184_S012_NODE_103851_length_1500_cov_7.472688_3	TIGR04488	3e-38	140.2
Brothers_S144_metabat2_102_S144_NODE_33325_length_3300_cov_11.034668_3	TIGR04488	3e-38	140.2
ELSC_T11_metabat1_084_T11_NODE_2055_length_13176_cov_1.480726_15	TIGR04488	3e-38	140.2
ELSC_T2_metabat2_384_T2_NODE_5776_length_12636_cov_1.810297_7	TIGR04488	3.7e-38	139.9
Cayman_Deep_HVA-1160_72_2	TIGR04488	3.6e-38	139.9
MAR_355-202_metabat2_044_355-202_scaffold_12160_c1_6	TIGR04488	3.8000000000000005e-38	139.8
Brothers_S012_metabat2_068_S012_NODE_25680_length_3612_cov_14.197131_4	TIGR04488	4.1000000000000003e-38	139.7
Brothers_S139_maxbin2_280_S139_NODE_38091_length_4015_cov_1.300669_3	TIGR04488	4.1000000000000003e-38	139.7
ELSC_T2_metabat2_050_T2_NODE_485_length_44503_cov_3.984023_13	TIGR04488	4.4e-38	139.6
ELSC_V2_metabat2_002_VB_V2_NODE_896_length_10041_cov_3.366552_6	TIGR04488	4.4e-38	139.6
Brothers_S141_maxbin2_026_S141_NODE_80593_length_1821_cov_0.679457_3	TIGR04488	4.4e-38	139.6
ELSC_128-326_maxbin2_121_128-326_scaffold_29185_c1_1	TIGR04488	4.7000000000000005e-38	139.6
MAR_354-166_metabat2_101_354-166_scaffold_323_c1_7	TIGR04488	4.8e-38	139.5
ELSC_128-326_metabat2_009_128-326_scaffold_5122_c1_7	TIGR04488	5e-38	139.5
Brothers_S139_maxbin2_029_S139_NODE_20329_length_5817_cov_17.297364_4	TIGR04488	5.3e-38	139.4
MAR_354-166_metabat1_060_354-166_scaffold_22701_c1_3	TIGR04488	5.2e-38	139.4
Brothers_S139_metabat1_090_S139_NODE_4317_length_13596_cov_1.966144_4	TIGR04488	5.5e-38	139.3
Brothers_S140_maxbin2_135_S140_NODE_191217_length_1332_cov_0.985062_2	TIGR04488	5.5e-38	139.3
Brothers_S012_metabat1_034_S012_NODE_1807_length_16952_cov_1.938900_8	TIGR04488	5.5e-38	139.3
Guaymas_Basin_HVA-1047_9_8	TIGR04488	6.400000000000001e-38	139.1
ELSC_V2_metabat2_045_V2_NODE_19954_length_2382_cov_5.483814_1	TIGR04488	6.500000000000001e-38	139.1
Cayman_Shallow_HVA-1096_74_2	TIGR04488	6.6e-38	139.1
ELSC_T2_maxbin2_172_T2_NODE_5771_length_12640_cov_14.424439_12	TIGR04488	6.6e-38	139.1
ELSC_A3_metabat2_303_A3_NODE_36786_length_4308_cov_2.373116_4	TIGR04488	7e-38	139.0
ELSC_A1_metabat2_089_A1_NODE_7710_length_7338_cov_2.849119_4	TIGR04488	7.4e-38	138.9
ELSC_M17_maxbin2_324_M17_NODE_12724_length_7335_cov_2.132214_4	TIGR04488	7.4e-38	138.9
MAR_354-166_metabat1_082_354-166_scaffold_195_c1_33	TIGR04488	7.5e-38	138.9
ELSC_131-447_metabat1_008_131-447_scaffold_9_c1_357	TIGR04488	8.100000000000001e-38	138.8
Brothers_S013_metabat2_038_S013_NODE_13049_length_3279_cov_3.149746_3	TIGR04488	8e-38	138.8
Brothers_S144_metabat2_044_S144_NODE_55724_length_2459_cov_4.329331_4	TIGR04488	8e-38	138.8
ELSC_134-614_maxbin2_173_VB_134-614_scaffold_17171_c1_3	TIGR04488	9.1e-38	138.6
Brothers_S012_metabat2_154_S012_NODE_14291_length_5095_cov_1.903583_3	TIGR04488	9.1e-38	138.6
Brothers_S139_metabat2_137_S139_NODE_37205_length_4071_cov_3.683570_4	TIGR04488	9.1e-38	138.6
ELSC_128-326_metabat2_045_128-326_scaffold_12182_c1_3	TIGR04488	1.1e-37	138.4
EPR_4281-140_metabat1_005_4281-140_scaffold_3332_c1_7	TIGR04488	1.1e-37	138.4
ELSC_134-614_metabat1_024_134-614_scaffold_1806_c1_13	TIGR04488	1.1e-37	138.4
ELSC_T2_metabat1_244_T2_NODE_261152_length_1618_cov_1.001341_3	TIGR04488	1.1e-37	138.4
Lau_Basin_Abe_HVA-1314_5_9	TIGR04488	1.3000000000000001e-37	138.2
Lau_Basin_Kilo_Moana_HVA-1212_70_52	TIGR04488	1.3000000000000001e-37	138.2
Lau_Basin_Tahi_Moana_HVA-1258_19_12	TIGR04488	1.3000000000000001e-37	138.2
MAR_354-166_metabat2_133_354-166_scaffold_391_c1_44	TIGR04488	1.4e-37	138.0
ELSC_131-447_metabat2_074_131-447_scaffold_1109_c1_2	TIGR04488	1.5e-37	137.9
ELSC_M10_metabat1_037_M10_NODE_9052_length_5809_cov_2.898099_3	TIGR04488	1.9e-37	137.6
Brothers_S146_metabat2_118_S146_NODE_2719_length_12408_cov_2.255598_5	TIGR04488	2e-37	137.5
MAR_355-202_metabat2_086_355-202_scaffold_416_c1_13	TIGR04488	2.1e-37	137.4
ELSC_M2_metabat2_166_M2_NODE_10340_length_9661_cov_3.358297_2	TIGR04488	2.5e-37	137.2
Brothers_S144_metabat2_048_S144_NODE_54894_length_2481_cov_1.107901_3	TIGR04488	2.6000000000000002e-37	137.1
ELSC_T2_metabat1_031_T2_NODE_14892_length_7770_cov_1.765668_3	TIGR04488	2.6000000000000002e-37	137.1
ELSC_A3_metabat2_117_A3_NODE_140170_length_2190_cov_1.632089_4	TIGR04488	2.9e-37	137.0
EPR_4281-140_metabat1_003_4281-140_scaffold_2980_c1_9	TIGR04488	3e-37	136.9
MAR_355-202_maxbin2_131_VB_355-202_scaffold_3167_c1_12	TIGR04488	3.6e-37	136.7
Guaymas_Basin_HVA-1040_88_7	TIGR04488	3.7e-37	136.6
ELSC_128-326_metabat2_009_128-326_scaffold_6403_c1_4	TIGR04488	5.1e-37	136.2
MAR_354-166_metabat2_117_354-166_scaffold_2873_c1_9	TIGR04488	7.9e-37	135.6
MAR_355-202_metabat1_009_355-202_scaffold_1011_c1_19	TIGR04488	1.2e-36	134.9
EPR_4281-140_metabat1_003_4281-140_scaffold_25747_c1_3	TIGR04488	1.4e-36	134.8
ELSC_T2_metabat2_416_T2_NODE_1193_length_28655_cov_1.946824_7	TIGR04488	1.4e-36	134.7
MAR_354-166_metabat2_047_354-166_scaffold_1957_c1_10	TIGR04488	1.5e-36	134.7
Axial_Plume_UWMA-0810_NODE_114_length_25218_cov_31.056993_2	TIGR04488	1.8e-36	134.4
Axial_Plume_UWMA-0810_NODE_114_length_25218_cov_31.056993_7	TIGR04488	1.8e-36	134.4
MAR_355-202_metabat1_005_VB_355-202_scaffold_313_c1_47	TIGR04488	2.5e-36	133.9
EPR_PIR-30_maxbin2_065_PIR-30_scaffold_77791_c1_3	TIGR04488	2.6e-36	133.9
Cayman_Deep_HVA-1154_273_4	TIGR04488	2.9999999999999998e-36	133.7
Axial_Plume_UWMA-0819_NODE_2_length_116181_cov_38.936573_108	TIGR04488	3.7e-36	133.4
Guaymas_Basin_HVA-1017_3_11	TIGR04488	3.7e-36	133.4
ELSC_M2_maxbin2_314_M2_NODE_12541_length_8637_cov_4.526204_2	TIGR04488	4.1e-36	133.3
Brothers_S147_metabat2_033_S147_NODE_23_length_44183_cov_35.948974_28	TIGR04488	4.4e-36	133.1
ELSC_131-447_maxbin2_133_131-447_scaffold_5223_c1_10	TIGR04488	4.4e-36	133.1
ELSC_M2_maxbin2_280_M2_NODE_24923_length_5776_cov_23.060542_5	TIGR04488	5e-36	133.0
ELSC_M10_metabat2_147_M10_NODE_30619_length_2614_cov_15.342179_5	TIGR04488	5.2e-36	132.9
ELSC_A3_metabat2_185_A3_NODE_75470_length_3018_cov_5.100311_2	TIGR04488	6.6e-36	132.6
ELSC_V2_maxbin2_065_V2_NODE_14955_length_2730_cov_5.954668_3	TIGR04488	6.6e-36	132.6
ELSC_M1_metabat2_058_M1_NODE_131_length_51725_cov_4.218652_46	TIGR04488	7.9e-36	132.3
Brothers_S010_metabat2_068_S010_NODE_149_length_40641_cov_3.815447_23	TIGR04488	8.6e-36	132.2
ELSC_134-614_metabat1_062_134-614_scaffold_7788_c1_4	TIGR04488	9.2e-36	132.1
ELSC_M10_metabat2_133_M10_NODE_4270_length_9158_cov_1.844425_3	TIGR04488	9.9e-36	132.0
ELSC_A1_metabat2_112_A1_NODE_192695_length_1537_cov_1.769504_1	TIGR04488	1e-35	131.9
MAR_356-308_metabat2_090_356-308_scaffold_504_c1_11	TIGR04488	1e-35	131.9
MAR_356-284_metabat2_066_356-284_scaffold_480_c1_16	TIGR04488	1.5e-35	131.4
ELSC_A3_metabat2_246_A3_NODE_3039_length_13728_cov_1.976619_4	TIGR04488	1.6999999999999999e-35	131.2
Brothers_S012_metabat2_186_S012_NODE_1526_length_18585_cov_10.459584_10	TIGR04488	1.7999999999999998e-35	131.2
Brothers_S143_maxbin2_070_S143_NODE_40222_length_3139_cov_5.241036_4	TIGR04488	1.7999999999999998e-35	131.2
Brothers_S010_metabat2_089_S010_NODE_33166_length_2400_cov_1.754509_2	TIGR04488	1.7999999999999998e-35	131.2
MAR_356-284_metabat1_057_356-284_scaffold_59067_c1_3	TIGR04488	1.6999999999999999e-35	131.2
ELSC_132-544_metabat2_059_132-544_scaffold_2521_c1_3	TIGR04488	1.7999999999999998e-35	131.1
ELSC_T2_metabat2_359_T2_NODE_197663_length_1919_cov_6.180804_2	TIGR04488	1.7999999999999998e-35	131.1
ELSC_V2_metabat2_012_V2_NODE_10681_length_3189_cov_7.472894_2	TIGR04488	1.7999999999999998e-35	131.1
Guaymas_4561-384_metabat1_006_4562-384_scaffold_5833_c1_7	TIGR04488	2e-35	131.0
Brothers_S143_maxbin2_070_S143_NODE_5308_length_9458_cov_3.418069_5	TIGR04488	2e-35	131.0
MAR_354-166_maxbin2_140_354-166_scaffold_2072_c1_5	TIGR04488	2.2e-35	130.9
Brothers_S146_maxbin2_080_S146_NODE_40684_length_3464_cov_3.968535_2	TIGR04488	2.2e-35	130.9
Axial_Plume_UWMA-0821_NODE_20669_length_1818_cov_6.696629_1	TIGR04488	2.5e-35	130.7
ELSC_M2_metabat2_285_M2_NODE_129497_length_2092_cov_1.558779_3	TIGR04488	2.8999999999999997e-35	130.5
Brothers_S144_metabat2_009_S144_NODE_865_length_18620_cov_2.437949_8	TIGR04488	3.1e-35	130.4
MAR_354-166_metabat2_060_354-166_scaffold_40780_c1_2	TIGR04488	3.1e-35	130.4
MAR_355-202_maxbin2_051_355-202_scaffold_6665_c1_5	TIGR04488	3.1e-35	130.4
MAR_356-284_metabat1_057_356-284_scaffold_10815_c1_4	TIGR04488	3.1e-35	130.4
ELSC_M17_metabat2_182_M17_NODE_51293_length_3017_cov_25.495848_3	TIGR04488	3.7e-35	130.1
Brothers_S144_metabat2_001_S144_NODE_3778_length_9674_cov_1.813135_4	TIGR04488	5.2e-35	129.7
ELSC_134-614_metabat2_062_134-614_scaffold_1633_c1_12	TIGR04488	5.2e-35	129.7
ELSC_T2_metabat1_095_T2_NODE_12146_length_8619_cov_4.020137_4	TIGR04488	5.2e-35	129.7
Brothers_S143_maxbin2_065_S143_NODE_7457_length_7911_cov_2.472251_5	TIGR04488	5.2e-35	129.7
Brothers_S013_metabat2_095_S013_NODE_166_length_36764_cov_5.904359_4	TIGR04488	5.2e-35	129.7
MAR_356-284_metabat2_001_VB_356-284_scaffold_11000_c1_4	TIGR04488	5.299999999999999e-35	129.6
ELSC_132-544_maxbin2_024_132-544_scaffold_117262_c1_2	TIGR04488	6.1e-35	129.4
Brothers_S012_maxbin2_014_S012_NODE_32214_length_3155_cov_2.988111_1	TIGR04488	6.5e-35	129.4
ELSC_M2_maxbin2_445_M2_NODE_4876_length_14617_cov_6.658316_15	TIGR04488	6.6e-35	129.3
MAR_356-284_metabat1_138_VB_356-284_scaffold_24330_c1_5	TIGR04488	7e-35	129.2
ELSC_A3_maxbin2_159_A3_NODE_127792_length_2299_cov_3.194751_3	TIGR04488	8.4e-35	129.0
MAR_356-284_metabat2_032_356-284_scaffold_2826_c1_12	TIGR04488	1.1e-34	128.6
ELSC_134-614_metabat2_031_VB_134-614_scaffold_758_c2_22	TIGR04488	1.2e-34	128.4
Brothers_S144_metabat2_082_S144_NODE_481_length_23665_cov_2.712975_24	TIGR04488	1.3e-34	128.4
ELSC_A3_metabat1_186_A3_NODE_45539_length_3885_cov_5.063864_1	TIGR04488	1.3e-34	128.3
Brothers_S143_metabat2_162_S143_NODE_9660_length_6890_cov_7.267633_5	TIGR04488	1.5e-34	128.2
Brothers_S144_metabat1_029_S144_NODE_19_length_88828_cov_8.552981_8	TIGR04488	1.5e-34	128.2
ELSC_M17_metabat2_038_M17_NODE_226_length_56252_cov_20.303430_55	TIGR04488	1.5e-34	128.2
Brothers_S013_metabat2_059_S013_NODE_469_length_20360_cov_6.269560_5	TIGR04488	1.5e-34	128.2
MAR_355-202_metabat2_043_355-202_scaffold_1480_c1_21	TIGR04488	1.5e-34	128.1
ELSC_132-544_maxbin2_023_132-544_scaffold_13641_c1_5	TIGR04488	1.6e-34	128.1
